id,sus_id,name
3529005,35041,Marília
3529104,35031,Jales
3529203,35005,Alta Sorocabana
3529302,35043,Norte do DRS III
3529401,35027,Grande ABC
3529500,35033,José Bonifácio
3529609,35025,Fernandópolis
3529658,35031,Jales
3529708,35003,Alta Mogiana
3529807,35032,Jaú
3529906,35062,Vale do Ribeira
3530003,35025,Fernandópolis
3530102,35035,Lagos do DRS II
3530201,35048,Pontal do Paranapanema
3530300,35053,São José do Rio Preto
3530409,35053,São José do Rio Preto
3530508,35050,Rio Pardo
3530607,35007,Alto do Tietê
3530706,35012,Baixa Mogiana
3530805,35012,Baixa Mogiana
3530904,35047,Piracicaba
3531001,35063,Votuporanga
3531100,35013,Baixada Santista
3531209,35016,Campinas
3531308,35028,Horizonte Verde
3531407,35033,José Bonifácio
3531506,35056,Sul - Barretos
3531605,35004,Alta Paulista
3531704,35008,Alto Vale do Paraíba
3531803,35016,Campinas
3531902,35002,Alta Anhanguera
3532009,35034,Jundiaí
3532058,35019,Central do DRS III
3532108,35035,Lagos do DRS II
3532157,35006,Alto Capivari
3532207,35005,Alta Sorocabana
3532306,35061,Vale do Paraíba/ Região Serrana
3532405,35015,Bragança
3532504,35053,São José do Rio Preto
3532603,35063,Votuporanga
3532702,35033,José Bonifácio
3532801,35053,São José do Rio Preto
3532827,35030,Itapeva
3532843,35052,Santa Fé do Sul
3532868,35018,Central do DRS II
3532900,35020,Centro Oeste do DRS III
3533007,35053,São José do Rio Preto
3533106,35004,Alta Paulista
3533205,35035,Lagos do DRS II
3533254,35017,Catanduva
3533304,35018,Central do DRS II
3533403,35044,Oeste VII
3533502,35017,Catanduva
3533601,35002,Alta Anhanguera
3533700,35041,Marília
3533809,35045,Ourinhos
3533908,35042,Norte - Barretos
3534005,35053,São José do Rio Preto
3534104,35041,Marília
3534203,35053,São José do Rio Preto
3534302,35002,Alta Anhanguera
3534401,35051,Rota dos Bandeirantes
3534500,35041,Marília
3534609,35001,Adamantina
3534708,35045,Ourinhos
